Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Chile,8141820.0,8313535.0,8486120.0,8656006.0,8825046.0,8994936.0,9161649.0,9326268.0,9491502.0,9656299.0,9820481.0,9984378.0,10145765.0,10307842.0,10472743.0,10639531.0,10804869.0,10969861.0,11137748.0,11304331.0,11469828.0,11637613.0,11807408.0,11976513.0,12147758.0,12326396.0,12514502.0,12712784.0,12918389.0,13128619.0,13342868.0,13561945.0,13782297.0,13998386.0,14210674.0,14416796.0,14615483.0,14809289.0,14996742.0,15176410.0,15351799.0,15523978.0,15693790.0,15859112.0,16017966.0,16175311.0,16334575.0,16495538.0,16661462.0,16833447.0,17004162.0,17173573.0,17341771.0,17509925.0,17687108.0,17870124.0,18083879.0,18368577.0,18701450.0,19039485.0,19300315.0,19493184.0,19603733.0
